Theta, Alpha, Low_beta, High_beta, Gamma
0.0387751,0.050473,0.0790362,0.01719,0.0365608,
0.0387751,0.050473,0.0790362,0.01719,0.0365608,
0.0387751,0.050473,0.0790362,0.01719,0.0365608,
0.0387751,0.050473,0.0790362,0.01719,0.0365608,
0.0387751,0.050473,0.0790362,0.01719,0.0365608,
0.0387751,0.050473,0.0790362,0.01719,0.0365608,
0.0387751,0.050473,0.0790362,0.01719,0.0365608,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.033426,0.0440605,0.0703999,0.0156878,0.0327891,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0268702,0.036482,0.0567627,0.0140131,0.0281177,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0204382,0.0283378,0.0418694,0.0121214,0.0231611,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0156622,0.0209452,0.0289339,0.0103314,0.0184308,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0132013,0.0153255,0.0194473,0.00881237,0.0144585,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0120487,0.0111395,0.0132953,0.00743591,0.0114473,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0116762,0.00854259,0.00937231,0.00617719,0.00935008,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0111445,0.00696835,0.00681941,0.00491241,0.00792971,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.0104133,0.00651015,0.00543057,0.00389432,0.00717047,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00911536,0.00664042,0.00465471,0.00318088,0.00667399,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00763553,0.0067922,0.00417825,0.0029801,0.0064823,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00624077,0.00692299,0.00443088,0.00338738,0.00655039,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00550378,0.00711044,0.00565433,0.00457133,0.00701278,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00555735,0.00778057,0.00803855,0.00628389,0.0078242,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00655354,0.00898158,0.0111365,0.00846307,0.00892763,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.00816634,0.0105712,0.0139104,0.0107508,0.010102,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0101281,0.0121453,0.0158097,0.0126754,0.010988,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0119408,0.0129039,0.0161261,0.0138931,0.0113718,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0133709,0.0125077,0.0150953,0.0141355,0.0110492,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.0139668,0.0109459,0.0130678,0.0134136,0.0100394,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.013763,0.00894654,0.0114056,0.0121636,0.00867381,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0127917,0.00714975,0.0105881,0.0108595,0.00730123,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0116989,0.00695167,0.0110186,0.00997249,0.00625968,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0106878,0.00767512,0.0119877,0.00963528,0.00573663,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0109814,0.0113297,0.0141961,0.00975007,0.00601365,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.0137182,0.0184945,0.0182173,0.0102161,0.00721347,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.019075,0.0295408,0.0247254,0.0108238,0.00934951,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0266307,0.0426797,0.0328489,0.011471,0.0121222,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
0.0346253,0.0550825,0.040663,0.0119448,0.0150033,
