Theta, Alpha, Low_beta, High_beta, Gamma
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0143603,0.00654378,0.00497665,0.00498299,0.0046794,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0127935,0.00604934,0.00616645,0.0060232,0.00532425,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0130299,0.00599837,0.00798864,0.00700373,0.00622775,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0148801,0.00639377,0.0103326,0.00815491,0.00746987,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0167772,0.0071191,0.0127537,0.0094119,0.00907632,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0175672,0.00798625,0.0146792,0.0105587,0.0108858,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0168662,0.00882234,0.0158033,0.0116036,0.0128189,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0150403,0.00961347,0.0160134,0.0122751,0.0146465,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0128747,0.0099853,0.0154714,0.0124713,0.0161384,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0111102,0.00995271,0.0144507,0.0121027,0.0170636,
0.0104456,0.00963044,0.013266,0.0112387,0.0172115,
0.0104456,0.00963044,0.013266,0.0112387,0.0172115,
0.0104456,0.00963044,0.013266,0.0112387,0.0172115,
0.0104456,0.00963044,0.013266,0.0112387,0.0172115,
0.0104456,0.00963044,0.013266,0.0112387,0.0172115,
0.0104456,0.00963044,0.013266,0.0112387,0.0172115,
0.0104456,0.00963044,0.013266,0.0112387,0.0172115,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0109753,0.00899939,0.0121299,0.0100084,0.0165165,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.0125527,0.00832354,0.0110467,0.00861228,0.0151383,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.014403,0.00777777,0.0100988,0.00732759,0.0133282,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0158124,0.00715069,0.00920873,0.00623838,0.0114439,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0163971,0.00678639,0.00854089,0.00549241,0.00981061,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0160325,0.00628341,0.0080626,0.00503512,0.0086423,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0150883,0.0057918,0.0075707,0.00478565,0.00795295,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0142352,0.00543917,0.00707553,0.0048122,0.00783839,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0139114,0.00522684,0.00637113,0.00509299,0.00816541,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0145254,0.00541233,0.00567233,0.00569034,0.00872069,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0157587,0.00608992,0.00515669,0.00660003,0.00930205,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0172204,0.00710242,0.00501427,0.00765259,0.00966499,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0182788,0.00821601,0.00518329,0.00853761,0.00960481,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0184587,0.0089383,0.00552426,0.00896133,0.00907887,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0176895,0.00928672,0.00590202,0.00878624,0.00823374,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0160894,0.00914774,0.00610901,0.00801673,0.00737014,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0140659,0.00857908,0.0061896,0.00692673,0.00675384,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.0119548,0.00775003,0.00614379,0.00574758,0.00646082,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.010027,0.00681321,0.00608541,0.00471956,0.00639186,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00820587,0.0058043,0.0059823,0.00396676,0.00631916,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00663859,0.0047845,0.00584018,0.00343398,0.00610789,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00553378,0.00388076,0.00575667,0.00307952,0.00584034,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.00488261,0.00311267,0.00597602,0.0028973,0.00566497,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
0.0049601,0.00277934,0.00679413,0.00292244,0.00580232,
